Sr.No,Address,City,State_code,Country,Rental_Price,Deposit
2442,"Eaton Centre, Toronto, ON M5B 1M4, Canada",Toronto,ON,Canada,880906,
2443,"The Queensway, Etobicoke, ON M8Z 1R6, Canada",Toronto,ON,Canada,311700,
2444,"Parma Court, East York, ON M4B 1V4, Canada",Toronto,ON,Canada,626808,
2445,"Spadina, Toronto, ON M5V 1R7, Canada",Toronto,ON,Canada,1043572,
2446,"University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",Toronto,ON,Canada,211956,
2447,"Church and Wellesley, Toronto, ON M4Y 1K7, Canada",Toronto,ON,Canada,752153,
2448,"The Danforth, Scarborough, ON M1N 1W7, Canada",Toronto,ON,Canada,440453,
2449,"Toronto, ON M5V 0J2, Canada",Toronto,ON,Canada,260914,
2450,"ZEN Condos, 19 Western Battery Road, Old Toronto, ON M6K 3R9, Canada",Toronto,ON,Canada,118613,
2451,"Thorncliffe Park, Toronto, ON M4G 0C9, Canada",Toronto,ON,Canada,332065,
2452,"High Park North, Toronto, ON M6P 3K4, Canada",Toronto,ON,Canada,342206,
2453,"Trinity Niagara, Toronto, ON M5V 4A2, Canada",Toronto,ON,Canada,796207,
2454,"Spadina, Toronto, ON M5V 0E9, Canada",Toronto,ON,Canada,450594,
2455,"Vaughan, ON, CA",Toronto,ON,Canada,108056,16209
2456,"Thornhill, Richmond Hill, ON L4C 6R8, Canada",Toronto,ON,Canada,2202348,
2457,"Fort York, Toronto, ON M5V 0G9, Canada",Toronto,ON,Canada,409948,
2458,530 MAIN ST,Toronto,ON,Canada,101656,74808
2459,"Ranee Avenue at Flemington Rd, Ranee Avenue, Toronto, ON M6A 1W4, Canada",Toronto,ON,Canada,91931,
2460,"Church and Wellesley, Toronto, ON M4Y 0B9, Canada",Toronto,ON,Canada,528561,
2461,"Town of York, Toronto, ON M5A 4S9, Canada",Toronto,ON,Canada,199904,
2462,"Entertainment District, Toronto, ON M5V 0H4, Canada",Toronto,ON,Canada,376118,
2463,"Toronto, Etobicoke, ON, CA",Toronto,ON,Canada,74808,11222
2464,"Etobicoke, ON M8Y 0A7, Canada",Toronto,ON,Canada,260914,
2465,"Willowdale East, North York, ON M2N 7E3, Canada",Toronto,ON,Canada,565798,
2466,"The Pocket, Toronto, ON M4J 1K7, Canada",Toronto,ON,Canada,213453,
2467,"Morningside, Scarborough, ON M1E 4K6, Canada",Toronto,ON,Canada,752153,
2468,"Spadina, Toronto, ON M5V 0G6, Canada",Toronto,ON,Canada,362570,
2469,"York University Heights, North York, ON M3J 3P4, Canada",Toronto,ON,Canada,196496,
2470,"Etobicoke West Mall, Etobicoke, ON M9C 0A9, Canada",Toronto,ON,Canada,447269,
2471,"Christie Pitts, Toronto, ON M6G 1V7, Canada",Toronto,ON,Canada,362570,
2472,"Old Toronto, York South—Weston, ON, CA",Toronto,ON,Canada,66496,9975
2473,"Bedford Park-Nortown, North York, ON M5M 1C4, Canada",Toronto,ON,Canada,132161,
2474,"Tam O'Shanter-Sullivan, Scarborough, ON M1T 2V8, Canada",Toronto,ON,Canada,572614,
2475,"Leslieville, Toronto, ON M4M 1V7, Canada",Toronto,ON,Canada,569206,
2476,"Toronto, ON M5J 0A6, Canada",Toronto,ON,Canada,1002926,
2477,"East End-Danforth, Toronto, ON M4C 1S9, Canada",Toronto,ON,Canada,206720,
2478,2 Anndale Drive,Toronto,ON,Canada,413356,
2479,"Mississauga Valley, Mississauga, ON L4W 4S9, Canada",Toronto,ON,Canada,274463,
2480,"Toronto, ON M5J 0A6, Canada",Toronto,ON,Canada,321841,
2481,"Toronto, ON M6P 4C1, Canada",Toronto,ON,Canada,413356,
2482,"Richvale, Richmond Hill, ON L4C 7T9, Canada",Toronto,ON,Canada,227001,
2483,"Graydon, North York, ON M3A 3J5, Canada",Toronto,ON,Canada,1006251,
2484,"Toronto, ON M5S 1Z6, Canada",Toronto,ON,Canada,670862,
2485,"Trinity-Bellwoods, Toronto, ON M6J 2Z7, Canada",Toronto,ON,Canada,220268,
2486,"750 York Mills Road, Toronto, ON M3B 1X8, Canada",Toronto,ON,Canada,210959,
2487,"Riverside, Toronto, ON M4M 2M4, Canada",Toronto,ON,Canada,382851,
2488,"Beaconsfield, Toronto, ON M6K 1E6, Canada",Toronto,ON,Canada,1033431,
2489,"Seaton Village, Toronto, ON M6G 1Z4, Canada",Toronto,ON,Canada,1453520,
2490,"Toronto, Scarborough, ON, CA",Toronto,ON,Canada,199488,29924
2491,"University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",Toronto,ON,Canada,245204,
2492,"The Queensway, Etobicoke, ON M8Z 1R6, Canada",Toronto,ON,Canada,335390,
2493,"South Parkdale, Toronto, ON M6K 2G4, Canada",Toronto,ON,Canada,2012585,
2494,"Willowdale East, North York, ON M2N 3P1, Canada",Toronto,ON,Canada,1084218,
2495,"Toronto, ON M5J 0B1, Canada",Toronto,ON,Canada,321841,
2496,"Rosebank, Pickering, ON L1W 2C1, Canada",Toronto,ON,Canada,8372179,
2497,"Princess-Rosethorn, Etobicoke, ON M9A 3M6, Canada",Toronto,ON,Canada,135486,
2498,"Mount Pleasant West, Toronto, ON M4P 1R2, Canada",Toronto,ON,Canada,975829,
2499,"Long Branch, Etobicoke, ON M8V 2J8, Canada",Toronto,ON,Canada,2893491,
2500,"Old Toronto, Harbourfront, ON, CA",Toronto,ON,Canada,116368,17456
2501,"Fort York, Toronto, ON M5V 0G9, Canada",Toronto,ON,Canada,704775,
2502,8 Price Street,Toronto,ON,Canada,73395,27014
2503,"Roncesvalles, Toronto, ON M6R 1L1, Canada",Toronto,ON,Canada,311700,
2504,"Old East York, East York, ON M4J 4W7, Canada",Toronto,ON,Canada,501463,
2505,"Newtonbrook, North York, ON M2M 2N3, Canada",Toronto,ON,Canada,260914,
2506,"University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",Toronto,ON,Canada,245204,
2507,"Tam O'Shanter-Sullivan, Scarborough, ON M1T 2L3, Canada",Toronto,ON,Canada,1172325,
2508,"Syme, York, ON M6N 4G9, Canada",Toronto,ON,Canada,752153,
2509,"Beaconsfield, Toronto, ON M6K 1E6, Canada",Toronto,ON,Canada,1372229,
2510,"Willowdale East, North York, ON M2N 3J2, Canada",Toronto,ON,Canada,376118,
2511,"Scarborough City Centre, Scarborough, ON M1P 5E4, Canada",Toronto,ON,Canada,433721,
2512,"Trinity Niagara, Toronto, ON M5V 4A2, Canada",Toronto,ON,Canada,691226,
2513,"High Park-Swansea, Toronto, ON M6S 5B5, Canada",Toronto,ON,Canada,426905,
2514,"Bendale, Scarborough, ON M1J 2B1, Canada",Toronto,ON,Canada,199904,
2515,"Fashion District, Toronto, ON M5V 0T3, Canada",Toronto,ON,Canada,250690,
2516,"East Chinatown, Toronto, ON M4K 1G6, Canada",Toronto,ON,Canada,487915,
2517,"1750 Bloor Street, Mississauga, ON L4X 1S5, Canada",Toronto,ON,Canada,75224,
2518,"Fashion District, Toronto, ON M5T 3A7, Canada",Toronto,ON,Canada,1131679,
2519,"Trinity Niagara, Toronto, ON M5V 1B2, Canada",Toronto,ON,Canada,376118,
2520,"Toronto, Woodbine Gardens, ON, CA",Toronto,ON,Canada,112212,16874
2521,"32 Coleluke Lane, Markham, ON L3S 3X3, Canada",Toronto,ON,Canada,152443,
2522,"Toronto, ON M4W 3C8, Canada",Toronto,ON,Canada,653906,
2523,"Little Italy, Toronto, ON M6H 2P2, Canada",Toronto,ON,Canada,623400,
2524,"Wychwood, Toronto, ON M6G 3H9, Canada",Toronto,ON,Canada,714916,
2525,"Edenbridge-Humber Valley, Etobicoke, ON M9A 4A6, Canada",Toronto,ON,Canada,2514048,
2526,"South Annex, Toronto, ON M5S 1K3, Canada",Toronto,ON,Canada,626808,
2527,"Toronto, ON M5E 0E3, Canada",Toronto,ON,Canada,332065,
2528,"University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",Toronto,ON,Canada,211956,
2529,"University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",Toronto,ON,Canada,386508,
2530,"Toronto, Scarborough, ON, CA",Toronto,ON,Canada,78964,11887
2531,"Plaza 100, 100 Wellesley Street East, Old Toronto, ON M4Y 1H2, Canada",Toronto,ON,Canada,188018,
2532,"Etobicoke, ON M8V 0J1, Canada",Toronto,ON,Canada,752153,
2533,14 Main St,Toronto,ON,Canada,470958,
2534,"Fort York, Toronto, ON M5V 1G4, Canada",Toronto,ON,Canada,664046,
2535,"CityPlace, Toronto, ON M5J 3A1, Canada",Toronto,ON,Canada,535293,
2536,"Entertainment District, Toronto, ON M5J 0A7, Canada",Toronto,ON,Canada,535293,
2537,"Trinity Niagara, Toronto, ON M5V 4A2, Canada",Toronto,ON,Canada,704775,
2538,"Toronto, ON M5V 4B2, Canada",Toronto,ON,Canada,1253616,
2539,"St Lawrence Market, Toronto, ON M5E 1Z8, Canada",Toronto,ON,Canada,352346,
2540,"33 Holly Street, Old Toronto, ON M4P 1A2, Canada",Toronto,ON,Canada,103485,
2541,"University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",Toronto,ON,Canada,224424,
2542,"Toronto, North York, ON, CA",Toronto,ON,Canada,60262,9061
2543,"Trinity Bellwoods, Toronto, ON M6J 1G3, Canada",Toronto,ON,Canada,501463,
2544,"University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",Toronto,ON,Canada,224424,
2545,"Bloor, Toronto, ON M5R 1C4, Canada",Toronto,ON,Canada,271055,
2546,"The Donway, North York, ON M3B 3N8, Canada",Toronto,ON,Canada,406540,
2547,"Gallery District, Toronto, ON M5T 1A4, Canada",Toronto,ON,Canada,1016475,
2548,"Junction Triangle, Toronto, ON M6P 3V4, Canada",Toronto,ON,Canada,176215,
2549,"Victoria Park Village, North York, ON M4A 1P5, Canada",Toronto,ON,Canada,440453,
2550,"Mount Olive-Silverstone-Jamestown, Etobicoke, ON M9V 2H5, Canada",Toronto,ON,Canada,626808,
2551,"Hillcrest Village, North York, ON M2H 1V7, Canada",Toronto,ON,Canada,149118,
2552,"Etobicoke, ON M8V 0C4, Canada",Toronto,ON,Canada,376118,
2553,"Lawrence Manor, North York, ON M6A 2G4, Canada",Toronto,ON,Canada,596303,
2554,"Toronto, Castlefield Design District, ON, CA",Toronto,ON,Canada,116368,17456
2555,"Etobicoke, ON M8Y 0C7, Canada",Toronto,ON,Canada,298152,
2556,"University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",Toronto,ON,Canada,224424,
2557,"Corso Italia, Toronto, ON M6H 3L4, Canada",Toronto,ON,Canada,121938,
2558,,Toronto,ON,Canada,101656,
2559,"Upper Beach, Toronto, ON M4E 1P7, Canada",Toronto,ON,Canada,576022,
2560,11 Carnegie court,Toronto,ON,Canada,874174,
2561,"Fashion District, Toronto, ON M5T 3A7, Canada",Toronto,ON,Canada,996111,
2562,"Toronto, ON M5B 0A5, Canada",Toronto,ON,Canada,1324767,
2563,"Spadina, Toronto, ON M5V 1R7, Canada",Toronto,ON,Canada,1162101,
2564,"Carleton Village, Toronto, ON M6N 0C1, Canada",Toronto,ON,Canada,664046,
2565,"Aquabella, Kanadario Lane, Old Toronto, ON M5A 0L1, Canada",Toronto,ON,Canada,623068,
2566,"Alderwood, Etobicoke, ON M8W 2L1, Canada",Toronto,ON,Canada,1057121,
2567,"Corso Italia, Toronto, ON M6E 3V6, Canada",Toronto,ON,Canada,565798,
2568,"Spadina, Toronto, ON M5V 0E9, Canada",Toronto,ON,Canada,467550,
2569,"Rustic, North York, ON M6L 1C7, Canada",Toronto,ON,Canada,474366,
2570,3 dewitt rd,Toronto,ON,Canada,304386,336636
2571,"Trefann Court, Toronto, ON M5A 1T6, Canada",Toronto,ON,Canada,1334908,
2572,"Old Toronto, Toronto—St. Paul's, ON, CA",Toronto,ON,Canada,91432,13715
2573,"Toronto, ON M5J 0B1, Canada",Toronto,ON,Canada,867358,
2574,"Lawrence Park South, Toronto, ON M4R 1N8, Canada",Toronto,ON,Canada,1257024,
2575,341 Greenwood Ave,Toronto,ON,Canada,248446,182864
2576,"Regent Park, Toronto, ON M5A 0B3, Canada",Toronto,ON,Canada,918227,
2577,"University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",Toronto,ON,Canada,386508,
2578,"Kingsview Village-The Westway, Etobicoke, ON M9R 1X5, Canada",Toronto,ON,Canada,1585681,
2579,"Richmond Hill, ON L4B 4M8, Canada",Toronto,ON,Canada,467550,
2580,"University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",Toronto,ON,Canada,224424,
2581,"384 Yonge Street, Old Toronto, ON M5B 1S8, Canada",Toronto,ON,Canada,903764,85282
2582,"Clanton Park, North York, ON M3H 2E6, Canada",Toronto,ON,Canada,467550,
2583,"Roncesvalles, Toronto, ON M6R 1L1, Canada",Toronto,ON,Canada,359162,
2584,"La Place Marie, 25 St. Mary Street, Old Toronto, ON M4Y 2B7, Canada",Toronto,ON,Canada,190678,
2585,"Grange Park, Toronto, ON M5V 1X2, Canada",Toronto,ON,Canada,301560,
2586,"Railway Lands, Toronto, ON M5V 4A3, Canada",Toronto,ON,Canada,752153,
2587,"University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",Toronto,ON,Canada,224424,
2588,"Pickering, ON L1V 1G3, Canada",Toronto,ON,Canada,392992,
2589,"Toronto, Jane and Finch, ON, CA",Toronto,ON,Canada,66496,9975
2590,"Toronto, Maple Leaf, ON, CA",Toronto,ON,Canada,87276,13133
2591,"Studio 2, 199 Richmond Street West, Old Toronto, ON M5V 1V6, Canada",Toronto,ON,Canada,236892,
2592,"Humber Summit, North York, ON M9L 2N2, Canada",Toronto,ON,Canada,152443,
2593,"Elia, Toronto, ON M5J 2Z2, Canada",Toronto,ON,Canada,1209563,
2594,"Lakeview, Mississauga, ON L4Y 1A2, Canada",Toronto,ON,Canada,389667,
2595,"University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",Toronto,ON,Canada,211956,
2596,"Markham, ON, CA",Toronto,ON,Canada,124680,18702
2597,"Dufferin Grove, Toronto, ON M6R 2C1, Canada",Toronto,ON,Canada,464143,
2598,"Spadina, Toronto, ON M5V 0E9, Canada",Toronto,ON,Canada,643765,
2599,"Thistletown-Beaumond Heights, Etobicoke, ON M9V 1A2, Canada",Toronto,ON,Canada,243958,
2600,"Greenwood-Coxwell, Toronto, ON M4L 1K3, Canada",Toronto,ON,Canada,386259,
2601,"Toronto, Agincourt North, ON, CA",Toronto,ON,Canada,108056,16209
2602,"Toronto, York, ON, CA",Toronto,ON,Canada,87276,13133
2603,"Spadina, Toronto, ON M5V 0V5, Canada",Toronto,ON,Canada,399808,
2604,"University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",Toronto,ON,Canada,224424,
2605,"Harwood, Toronto, ON M6N 1K8, Canada",Toronto,ON,Canada,403216,
2606,"Toronto, Wynford, ON, CA",Toronto,ON,Canada,84783,12718
2607,"North Midtown, Toronto, ON M4W 1T5, Canada",Toronto,ON,Canada,972421,
2608,,Toronto,ON,Canada,108638,
2609,"Toronto, ON M5J 0A9, Canada",Toronto,ON,Canada,559066,
2610,"Toronto, ON M5V 0P1, Canada",Toronto,ON,Canada,677595,
2611,"Woodbine Corridor, Toronto, ON M4C 3W1, Canada",Toronto,ON,Canada,281195,
2612,"Eatonville, Etobicoke, ON M9B 3W7, Canada",Toronto,ON,Canada,240550,
2613,"Hillcrest Village, North York, ON M2H 1V7, Canada",Toronto,ON,Canada,149118,
2614,"Willowdale East, Northyork, ON M2N 0C9, Canada",Toronto,ON,Canada,288011,
2615,"Riverside, Toronto, ON M4M 2H7, Canada",Toronto,ON,Canada,254098,
2616,"Old Toronto, Blake-Jones, ON, CA",Toronto,ON,Canada,74808,11222
2617,"Mississauga, ON L4W 5S3, Canada",Toronto,ON,Canada,426905,
2618,"Etobicoke, ON M8V 0J1, Canada",Toronto,ON,Canada,626808,
2619,"Toronto, ON M5J 0B1, Canada",Toronto,ON,Canada,576022,
2620,"The Beach Triangle, Toronto, ON M4L 3P1, Canada",Toronto,ON,Canada,576022,
2621,"Markland Woods, Etobicoke, ON M9C 1Z6, Canada",Toronto,ON,Canada,752153,
2622,"Willowdale East, North York, ON M2N 4L8, Canada",Toronto,ON,Canada,955465,
2623,"Willowdale, North York, ON M2N 7C5, Canada",Toronto,ON,Canada,271055,
2624,"Toronto, ON M5B 0C3, Canada",Toronto,ON,Canada,518420,
2625,"Thornlea, Thornhill, ON L3T 5W6, Canada",Toronto,ON,Canada,501463,
2626,"Spadina, Toronto, ON M5V 0K3, Canada",Toronto,ON,Canada,626808,
2627,"Toronto, ON M5J 0A9, Canada",Toronto,ON,Canada,677595,
2628,"University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",Toronto,ON,Canada,224424,
2629,"Eglinton East, Scarborough, ON M1J 2C7, Canada",Toronto,ON,Canada,752153,
2630,"561 Sherbourne Street, Old Toronto, ON M4Y 1V5, Canada",Toronto,ON,Canada,125345,
2631,"Little Portugal, Toronto, ON M6K 1V1, Canada",Toronto,ON,Canada,237142,
2632,"Koreatown, Toronto, ON M5R 2Z4, Canada",Toronto,ON,Canada,338798,
2633,"University Plaza, Richmond Street West, Old Toronto, ON M5V 1V6, Canada",Toronto,ON,Canada,211956,
2634,"Eaton Centre, Toronto, ON M5B 2R3, Canada",Toronto,ON,Canada,409948,
2635,"Victoria Park Village, North York, ON M4A 1P5, Canada",Toronto,ON,Canada,254098,
2636,"Kennedy Park, Scarborough, ON M1K 5J5, Canada",Toronto,ON,Canada,213453,
2637,"Elia, North York, ON M3N 2N6, Canada",Toronto,ON,Canada,182948,
2638,"Trefann Court, Toronto, ON M5A 1T6, Canada",Toronto,ON,Canada,447269,
2639,"Yorkville, Toronto, ON M4W 2L4, Canada",Toronto,ON,Canada,264239,
2640,"Studio, Nelson Street, Old Toronto, ON M5V 1V3, Canada",Toronto,ON,Canada,236892,
2641,"Brisbane City, Queensland, Australia",Brisbane,QLD,Australia,560977,
2642,"West End QLD 4101, Australia",Brisbane,QLD,Australia,765702,
2643,"Beachmere, Moreton Bay Regional, Greater Brisbane, Australia",Brisbane,QLD,Australia,1023457,
2644,"Bongaree QLD 4507, Australia",Brisbane,QLD,Australia,864199,
2645,"Saint Lucia, Brisbane, Australia",Brisbane,QLD,Australia,7201933,
2646,"Saint Lucia, Brisbane, Australia",Brisbane,QLD,Australia,360076,
2647,"Saint Lucia, Brisbane, Australia",Brisbane,QLD,Australia,1061360,
2648,"Hamilton QLD 4007, Australia",Brisbane,QLD,Australia,511687,
2649,"Brisbane City QLD 4171, Australia",Brisbane,QLD,Australia,1019634,
2650,"Hamilton QLD 4007, Australia",Brisbane,QLD,Australia,773266,
2651,"Kangaroo Point QLD 4169, Australia",Brisbane,QLD,Australia,341125,
2652,"Saint Lucia, Brisbane, Australia",Brisbane,QLD,Australia,1326679,
2653,"Greater Brisbane QLD 4511, Australia",Brisbane,QLD,Australia,731540,
2654,"South Brisbane, Grey Street, South Brisbane QLD 4101, Australia",Brisbane,QLD,Australia,678509,
2655,"St Lucia QLD 4072, Australia",Brisbane,QLD,Australia,583752,
2656,"Bongaree QLD 4507, Australia",Brisbane,QLD,Australia,496559,
2657,"Virginia, Sandgate Road, Virginia QLD 4014, Australia",Brisbane,QLD,Australia,560977,
2658,"Brisbane City QLD 4032, Australia",Brisbane,QLD,Australia,568541,
2659,"Logan City QLD 4128, Australia",Brisbane,QLD,Australia,542026,
2660,"Woorim QLD 4507, Australia",Brisbane,QLD,Australia,447269,
2661,"Saint Lucia, Brisbane, Australia",Brisbane,QLD,Australia,1334243,
2662,"Paddington QLD 4064, Australia",Brisbane,QLD,Australia,655734,
2663,"Spring Hill, Brisbane City, Queensland, Australia",Brisbane,QLD,Australia,367640,
2664,"Brisbane City, Queensland, Australia",Brisbane,QLD,Australia,477608,
2665,"Waterford West QLD 4133, Australia",Brisbane,QLD,Australia,640606,
2666,"Bellara QLD 4507, Australia",Brisbane,QLD,Australia,879410,
2667,"Brisbane City QLD 4005, Australia",Brisbane,QLD,Australia,799781,
2668,"Browns Plains QLD 4118, Australia",Brisbane,QLD,Australia,557237,
2669,"Brisbane City QLD 4005, Australia",Brisbane,QLD,Australia,928700,
2670,"Brisbane City QLD 4178, Australia",Brisbane,QLD,Australia,466221,
2671,"Milton QLD 4064, Australia",Brisbane,QLD,Australia,515511,
2672,"Auchenflower, Auchenflower Terrace, Auchenflower QLD 4066, Australia",Brisbane,QLD,Australia,307046,
2673,"Logan City, Woodridge, QLD, AU",Brisbane,QLD,Australia,133741,20032
2674,"Manly QLD 4179, Australia",Brisbane,QLD,Australia,576188,
2675,"Mitchelton QLD 4053, Australia",Brisbane,QLD,Australia,788394,
2676,,Brisbane,QLD,Australia,110550,149616
2677,"Fairfield QLD 4103, Australia",Brisbane,QLD,Australia,2099944,
2678,"Hamilton QLD 4007, Australia",Brisbane,QLD,Australia,617831,
2679,"St Lucia QLD 4072, Australia",Brisbane,QLD,Australia,1652675,
2680,66 Brook St.,Brisbane,QLD,Australia,151611,99744
2681,"Saint Lucia, Brisbane, Australia",Brisbane,QLD,Australia,265320,
2682,"Saint Lucia, Brisbane, Australia",Brisbane,QLD,Australia,985554,
2683,"Saint Lucia, Brisbane, Australia",Brisbane,QLD,Australia,303222,
2684,"Brisbane City QLD 4171, Australia",Brisbane,QLD,Australia,1163680,
2685,"Saint Lucia, Brisbane, Australia",Brisbane,QLD,Australia,466221,
2686,"Nundah QLD 4012, Australia",Brisbane,QLD,Australia,617831,
2687,"Brisbane City, Queensland, Australia",Brisbane,QLD,Australia,515511,
2688,"MORETON BAY BVD, BURPENGARY EAST QLD 4505, Australia",Brisbane,QLD,Australia,1868704,
2689,"Bongaree QLD 4507, Australia",Brisbane,QLD,Australia,716412,
2690,"Brisbane City, Queensland, Australia",Brisbane,QLD,Australia,1216711,
2691,"Manly QLD 4179, Australia",Brisbane,QLD,Australia,538286,
2692,"Saint Lucia, Brisbane, Australia",Brisbane,QLD,Australia,11708866,
2693,"South Brisbane, Grey Street, South Brisbane QLD 4101, Australia",Brisbane,QLD,Australia,841507,
2694,"Highgate Hill, Brisbane City QLD 4101, Australia",Brisbane,QLD,Australia,1080311,
2695,"Newmarket QLD 4051, Australia",Brisbane,QLD,Australia,553413,
2696,"Brisbane City QLD 4005, Australia",Brisbane,QLD,Australia,610268,
2697,"Cannon Hill, QLD, AU",Brisbane,QLD,Australia,99744,14962
2698,"Brisbane City QLD 4005, Australia",Brisbane,QLD,Australia,754314,
2699,"Woorim QLD 4507, Australia",Brisbane,QLD,Australia,595140,
2700,"South Brisbane, Grey Street, South Brisbane QLD 4101, Australia",Brisbane,QLD,Australia,754314,
2701,"Ascot QLD 4007, Australia",Brisbane,QLD,Australia,1106826,
2702,"Bongaree QLD 4507, Australia",Brisbane,QLD,Australia,416930,
2703,"Bongaree QLD 4507, Australia",Brisbane,QLD,Australia,530639,
2704,"South Brisbane, Grey Street, South Brisbane QLD 4101, Australia",Brisbane,QLD,Australia,341125,
2705,"Bongaree QLD 4507, Australia",Brisbane,QLD,Australia,515511,
2706,"Woorim QLD 4507, Australia",Brisbane,QLD,Australia,390415,
2707,"Brisbane City, Queensland, Australia",Brisbane,QLD,Australia,928700,
2708,"Chermside West QLD 4032, Australia",Brisbane,QLD,Australia,606444,
2709,"Bellara QLD 4507, Australia",Brisbane,QLD,Australia,758138,
2710,"Banksia Beach, City of Moreton Bay, Greater Brisbane, Australia",Brisbane,QLD,Australia,1209147,
2711,"Brisbane City QLD 4101, Australia",Brisbane,QLD,Australia,481432,
2712,"South Brisbane, Grey Street, South Brisbane QLD 4101, Australia",Brisbane,QLD,Australia,1046149,
2713,"Windsor, Prospect Road, Windsor QLD 4030, Australia",Brisbane,QLD,Australia,727799,
2714,25 Franklin St,Brisbane,QLD,Australia,208465,68574
2715,"Saint Lucia, Brisbane, Australia",Brisbane,QLD,Australia,966603,
2716,"Brisbane City, Lavender Court, QLD, AU",Brisbane,QLD,Australia,74808,11222
2717,"Bellara QLD 4507, Australia",Brisbane,QLD,Australia,257756,
2718,,Brisbane,QLD,Australia,739187,
2719,"South Brisbane, Grey Street, South Brisbane QLD 4101, Australia",Brisbane,QLD,Australia,773266,
2720,"Brisbane City, Coorparoo, QLD, AU",Brisbane,QLD,Australia,93095,13965
2721,"Greater Brisbane QLD 4511, Australia",Brisbane,QLD,Australia,716412,
2722,"Brisbane City QLD 4101, Australia",Brisbane,QLD,Australia,833943,
2723,36 Earl Street,Brisbane,QLD,Australia,227417,149616
2724,"Redcliffe, Moreton Bay Regional, Greater Brisbane, Australia",Brisbane,QLD,Australia,993118,
2725,"Brisbane City QLD 4006, Australia",Brisbane,QLD,Australia,788394,
2726,8523 Shoreacres Street,Brisbane,QLD,Australia,1895220,1246800
2727,"Brisbane City QLD 4060, Australia",Brisbane,QLD,Australia,2482795,
2728,"Auchenflower, Auchenflower Terrace, Auchenflower QLD 4066, Australia",Brisbane,QLD,Australia,307046,
2729,"Manly QLD 4179, Australia",Brisbane,QLD,Australia,538286,
2730,"South Brisbane, Grey Street, South Brisbane QLD 4101, Australia",Brisbane,QLD,Australia,1398661,
2731,"Newstead QLD 4006, Australia",Brisbane,QLD,Australia,1023457,
2732,"Saint Lucia, Brisbane, Australia",Brisbane,QLD,Australia,12239504,
2733,,Brisbane,QLD,Australia,99744,14962
2734,"Greater Brisbane QLD 4511, Australia",Brisbane,QLD,Australia,860459,
2735,"Brisbane City QLD 4005, Australia",Brisbane,QLD,Australia,538286,
2736,"Beachmere, Moreton Bay Regional, Greater Brisbane, Australia",Brisbane,QLD,Australia,416930,
2737,"Brisbane City QLD 4064, Australia",Brisbane,QLD,Australia,902102,
2738,"Mount Gravatt QLD 4122, Australia",Brisbane,QLD,Australia,6963129,
2739,"Spring Hill, Brisbane City, Queensland, Australia",Brisbane,QLD,Australia,538286,
2740,"Saint Lucia, Brisbane, Australia",Brisbane,QLD,Australia,166822,
2741,"Raby Bay, Greater Brisbane QLD 4163, Australia",Brisbane,QLD,Australia,367640,
2742,"Brisbane City QLD 4109, Australia",Brisbane,QLD,Australia,974167,
2743,"Brisbane City, Queensland, Australia",Brisbane,QLD,Australia,583752,
2744,"Redcliffe QLD 4020, Australia",Brisbane,QLD,Australia,413190,
2745,"Greater Brisbane QLD 4509, Australia",Brisbane,QLD,Australia,1591998,
2746,"Brisbane City, Queensland, Australia",Brisbane,QLD,Australia,542026,
2747,"Banksia Beach, City of Moreton Bay, Greater Brisbane, Australia",Brisbane,QLD,Australia,3055159,
2748,"Greater Brisbane QLD 4019, Australia",Brisbane,QLD,Australia,1209147,
2749,"Banksia Beach, City of Moreton Bay, Greater Brisbane, Australia",Brisbane,QLD,Australia,1281212,
2750,88 Main Street,Brisbane,QLD,Australia,246368,
2751,"Bongaree QLD 4507, Australia",Brisbane,QLD,Australia,1247050,
2752,"Bongaree QLD 4507, Australia",Brisbane,QLD,Australia,1201583,
2753,"Greater Brisbane QLD 4505, Australia",Brisbane,QLD,Australia,655734,
2754,"City of Moreton Bay, Woolshed Grove, QLD, AU",Brisbane,QLD,Australia,99744,14962
2755,"Saint Lucia, Brisbane, Australia",Brisbane,QLD,Australia,7164030,
2756,"Greater Brisbane QLD 4511, Australia",Brisbane,QLD,Australia,958956,
2757,"Bongaree QLD 4507, Australia",Brisbane,QLD,Australia,564801,
2758,438 Queen Street911,Brisbane,QLD,Australia,416930,
2759,"Kangaroo Point QLD 4169, Australia",Brisbane,QLD,Australia,545850,
2760,"Brisbane City QLD 4000, Australia",Brisbane,QLD,Australia,636783,
